level,CLP_ID,node_bf,License_Type,Region,Sub_Region_Group,node_af,level1
2,635a00f7-d70d-4041-91b2-7d8e52449e74,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,1b8e31dc-3234-4b53-80ff-307127904d0f,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,2a0aaf02-abc7-427b-be5e-26deed2f69e9,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 1,2
2,8c5ebca8-2fa3-43d3-bdf3-95e2e53e3312,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,5ba111be-e0de-4851-bb5a-3a3b8640be43,Only UI,Trial,Japan,Japan,ui_week_cnt: 1,2
2,6efe3807-c02a-4ea7-b2c2-8d5801adaa7f,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,44ec728a-a750-4662-8ee4-9abd18218109,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,ec8ad9c5-9195-4758-89b9-97b044ee3233,Only API,Trial,Europe,Nordics,api_week_cnt: 5,2
2,2a48558d-f300-45a4-852e-e585879a3aa9,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,33a0b9ce-5973-4555-8f6c-db4f307660e2,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,ac636ac4-f6a5-47fd-88be-855d874ce752,Only API,Paid,AMEA,Pan Asia,api_week_cnt: 5,2
2,605e3baa-dad4-4c2b-bb08-e34b585a5e83,Only API,Essential Access,AMEA,MMEA,api_week_cnt: 2,2
2,5fefb820-e9f1-4204-b038-854a9629f5c7,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,67b9fef5-d36e-407f-bfae-3992ac22443b,Only UI,Essential Access,Europe,Germany,ui_week_cnt: 1,2
2,06e51423-9935-4c3f-9125-91007398111d,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,75103f75-04c1-4f1b-9fef-f7a976dca7dc,Only UI,Trial,Americas,North America,ui_week_cnt: 1,2
2,e27799c1-0351-4952-b09f-62ae01d24415,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,61623bd1-e871-4b0e-bf00-7aceaeafefaa,Only UI,Trial,AMEA,Pan Asia,ui_week_cnt: 1,2
2,b3d48141-a09e-4d62-8520-518192a1d3cf,Only UI,Trial,AMEA,Pan Asia,ui_week_cnt: 1,2
2,23c96490-7838-43e9-be5e-749a386b61c1,Only UI,Trial,Americas,North America,ui_week_cnt: 1,2
2,2dd04d26-08ba-4e7a-a05f-8daf67155592,Only UI,Essential Access,Europe,Germany,ui_week_cnt: 1,2
2,dfd27861-ec4f-4c27-ba59-367e28093b2f,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,763b8927-7d43-4475-9b7e-1caa2b3b0efb,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,9a440e51-5579-455b-80d0-9d7d5f440705,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,7fdeacb4-b580-401b-a647-5af74f38b0ff,Only UI,Trial,Europe,Germany,ui_week_cnt: 1,2
2,93ae9d82-55d2-4997-b1f5-7319e6047b0e,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,d649f6d5-f005-4790-b421-0ab02c8edfee,Only UI,Trial,,,ui_week_cnt: 1,2
2,897752cd-1363-44cf-b6c7-b8a32a7d1ba5,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,193bab9b-6acd-4976-8414-780aecb7c7ba,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 2,2
2,f33b6dcd-94df-4a15-a4c0-4bbfcccf160c,Only UI,Paid,Europe,UK Region,ui_week_cnt: 1,2
2,28e8b8d9-df05-446e-b6bf-38f4bcafe4f5,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 2,2
2,4ab555bc-0eee-4967-9f9d-d7d47b40f2bd,Only UI,Essential Access,AMEA,MMEA,ui_week_cnt: 1,2
2,7b9e48ec-b4b8-459b-abf5-93c79d854ae8,Only UI,Essential Access,Europe,Alps,ui_week_cnt: 1,2
2,e10f9a26-5746-456b-a180-e977e8e9514d,Only UI,Paid,Europe,UK Region,ui_week_cnt: 2,2
2,52b17181-6a38-45dd-bc1f-9f6590fafd84,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,e8006f44-b87c-4df4-8f81-d1eaa3d0565c,Only UI,Paid,Europe,CEE,ui_week_cnt: 1,2
2,938f9379-dc0c-4320-a584-52f664649bef,Only UI,Paid,Europe,Alps,ui_week_cnt: 2,2
2,e005172b-faf6-428b-a1a6-185be7c5f225,Only UI,Essential Access,Europe,CEE,ui_week_cnt: 1,2
2,3f213317-b821-4487-a232-5e205fb0d691,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,01ac8e1f-3e0e-4ff8-bb89-6c0a7e6bdad0,Only UI,Paid,Europe,UK Region,ui_week_cnt: 1,2
2,3f6b3ff9-fe6f-4894-a5fc-d88712dd3304,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,13fc13fc-237d-4d8d-8099-f58d5450397b,Only UI,Essential Access,AMEA,MMEA,ui_week_cnt: 1,2
2,7b9301be-637e-4c63-99a4-0ca3b9ea8808,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,e1ba80ec-d820-4965-8727-70b487e4e914,Only UI,Paid,Europe,UK Region,ui_week_cnt: 1,2
2,a662924b-13d4-4426-a19b-a3794024ede3,Only UI,Essential Access,Europe,UK Region,ui_week_cnt: 4,2
2,9d4b341e-6ffe-42bd-b0a6-4c9c766748aa,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,b9026612-f025-440b-ac4f-46b19a61fef2,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,2bcdaa70-cc93-4cdf-8306-89c11696aabe,Only UI,Essential Access,Europe,Benelux,ui_week_cnt: 1,2
2,3bc390fc-3e81-44de-a2b9-37a0f055ccc9,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 1,2
2,cce09ead-8952-4aba-8840-1e9be39bd40b,Only UI,Paid,Europe,Alps,ui_week_cnt: 1,2
2,85eb982a-a866-4042-b61a-c9c39ba9e64b,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,edc708bb-07d6-4bef-8878-07506553e58f,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,1811b204-69cb-449d-a8a1-b0e1f443e28c,Only UI,Paid,Americas,North America,ui_week_cnt: 1,2
2,0106fc23-9fc3-4a73-b006-1c4bbe9e7ab8,UI and API,Trial,Europe,CEE,week_cnt: 1,2
2,15dc0752-133a-4769-b494-d451a2821e78,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,28de5dbd-e28e-478f-9433-999fcc275d9c,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,7fd2f2e1-93fd-49ff-bdad-38936f1b0f9c,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 3,2
2,38e7c2d4-3129-4862-bb36-461eafe368e3,Only UI,Paid,Americas,North America,ui_week_cnt: 2,2
2,68a48516-2e2a-4414-86ce-fec68ea5e1eb,Only UI,Paid,Americas,North America,ui_week_cnt: 1,2
2,fa2a61b5-fa21-4318-828d-09b36637134f,Only UI,Trial,Europe,Nordics,ui_week_cnt: 1,2
2,f515e914-93fd-4e49-91c6-249c9d1d417c,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,661ff5de-64b4-48a5-9c4b-4f1f62b3d225,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,9192b262-fdf6-4a76-944f-a3ca9f8665ea,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,7c32f118-0ba9-4670-b41c-b552966f401c,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,8db54ff5-9da6-411b-b8cb-1aeb50e4de0f,Only UI,Trial,Americas,Latin America,ui_week_cnt: 2,2
2,09915e30-053b-4f3d-81b0-7cc6a0524b95,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,63483430-9a51-4fa0-860c-bbb10b3f380b,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,ac1937ea-a50e-4d1e-b426-39b29fd7a534,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 1,2
2,9504141e-1271-49dc-a36f-d0bd93ee3b9f,Only UI,Paid,Japan,Japan,ui_week_cnt: 1,2
2,e6dbb08e-4832-4a70-b5a3-5054f38417ec,Only UI,Paid,Europe,Nordics,ui_week_cnt: 1,2
2,94818c03-60b1-497f-8edb-26ccdcd3b288,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,c3722712-f610-46bd-bd7f-8e3234f84065,Only UI,Paid,Americas,North America,ui_week_cnt: 2,2
2,39199dcb-3e9e-4ed5-8281-cdbe1cc2b871,Only UI,Trial,Americas,North America,ui_week_cnt: 1,2
2,3f7b14c2-d381-4544-87ce-315078187d79,Only UI,Paid,Americas,North America,ui_week_cnt: 1,2
2,fa91f1e4-b9bd-41b1-9432-393107f03d12,Only UI,Essential Access,Europe,Southern Europe,ui_week_cnt: 2,2
2,6451ead0-7bc7-4863-a682-56b24e469261,Only UI,Trial,AMEA,Pan Asia,ui_week_cnt: 1,2
2,afdc5683-7d2f-4485-81bf-f0e822488785,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,3e639e11-efb0-4a63-9e79-1c8cd932277e,Only UI,Essential Access,Europe,CEE,ui_week_cnt: 1,2
2,ad7a809f-e6e6-457b-8bf9-5151f534cb90,Only UI,Paid,Europe,Germany,ui_week_cnt: 2,2
2,dd176c1e-b36a-4be7-bbb7-61bb5d19ac38,Only UI,Essential Access,AMEA,Pan Asia,ui_week_cnt: 1,2
2,78e345bf-e061-41ec-a827-ab45dd81857b,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,ad4cbbce-f32f-4634-8dfc-83dff810dd99,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 2,2
2,6bdf09cc-a9c1-49b6-95c6-ef808f0785d7,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,1806c065-79d5-40f5-9f0f-d5d5f72f9253,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,ca0a5234-d46f-4d90-a5dc-0245f0eea26d,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,46e70770-df62-4714-baf0-d1549a9bb1e2,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 2,2
2,b88d9890-4594-4031-a0b1-fdeb50796e8b,Only UI,Paid,Europe,Alps,ui_week_cnt: 2,2
2,c18bb10a-2c21-4b09-be29-13cd94340889,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,a2f8c483-1bee-46fa-b4fc-7abe1a5cd390,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,22442053-2d5f-42da-9975-02034fbcfa18,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,2283316f-cdb3-4640-bb6f-b535d3e70348,Only UI,Essential Access,Europe,Southern Europe,ui_week_cnt: 1,2
2,1d257d32-dc08-471c-8181-d3d27d19bbbc,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,7a43d1f8-a30a-4d09-a294-d2061aea42be,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,772b0879-62ec-4458-b987-098bb4c005f7,Only UI,Paid,Europe,Nordics,ui_week_cnt: 1,2
2,173ff302-7228-4850-898d-fd574e23cf92,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,fb30189e-26b3-4732-be69-5be2eb7b148d,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,6264d63d-b9f6-4bce-b1cf-5bbfbc755b9b,Only UI,Essential Access,AMEA,Pan Asia,ui_week_cnt: 1,2
2,8c4e8c13-befd-489e-be45-078132c5abc7,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,b90cba0e-b6e8-4268-87cb-6896cf524f81,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,9caeb2b6-9af4-4d98-9e47-b4d25eff2027,Only UI,Trial,Americas,Latin America,ui_week_cnt: 2,2
2,0f78b1f6-e0e6-456b-8bed-828dac230092,Only UI,Paid,Europe,Benelux,ui_week_cnt: 1,2
2,332691f2-4a80-480c-a6a2-fc6c9a88537c,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,7b2d243f-5470-4e86-9ac9-2b797e8a2830,Only UI,Essential Access,Europe,CEE,ui_week_cnt: 1,2
2,6633d974-eeea-4db6-91af-953697bac702,UI and API,Trial,Americas,North America,week_cnt: 3,2
2,b6286e5e-4a86-4d84-9fae-76e9e97a4d59,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 1,2
2,82d9a373-84f6-4367-84d8-da712c900847,Only UI,Trial,Europe,Germany,ui_week_cnt: 1,2
2,7595024d-1ebe-48a1-a4f9-ca5397608b21,Only UI,Paid,Europe,CEE,ui_week_cnt: 1,2
2,c8164b98-9dd2-4eb4-b5df-79329fe30bd7,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,c86abda9-cdb4-453b-be36-201b9796d100,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,35cd2374-57b2-4262-b817-58097dd5c6d5,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,14d3e29b-8b72-4001-a1fd-f702d2202a2e,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,3bec0ad0-9b27-4c91-b583-f29f6de589e8,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,a973d077-dba9-421c-9930-4697ae7ed69b,Only UI,Essential Access,Europe,Southern Europe,ui_week_cnt: 1,2
2,2060357c-dc6f-4d90-8cf8-3e29e5eaa43f,Only UI,Essential Access,Europe,Southern Europe,ui_week_cnt: 1,2
2,bcb19474-f39e-414a-b044-eec1ec224dc8,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,84f9857d-781d-49c1-8692-fba5b71263d3,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 2,2
2,7339961a-4fbc-4dcf-8ecf-f4c5564a0d96,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,84e15054-07ff-4308-9ce4-7d42c77398f2,Only UI,Essential Access,Europe,Benelux,ui_week_cnt: 1,2
2,b086606b-782c-4dfe-a305-7580473cc90c,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 2,2
2,f10f6dd4-cb66-491b-84a8-b4e43b0df8cd,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,a6d1f060-f5ca-4a46-bc50-2a569b7b9b87,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 2,2
2,6549be4b-4c19-47f1-b336-219846df8887,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 3,2
2,d5b9d7f1-9630-4d34-b210-227bd2bfff08,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,de139d45-0602-44e2-9298-ce168ff1c6d9,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,7e931bc6-a043-4128-b713-642bc1503617,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
2,b3d668b0-6cf8-4da8-8211-cd58e9a1896f,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,f442669e-3249-4d26-9755-5642908b1561,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 2,2
2,85c03025-9480-40d5-b3d0-dd218d271767,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,1ac0a5e5-680a-45e7-8601-5588e685390f,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,70af756a-a2d8-4b11-a769-72a10fb7c4f1,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 2,2
2,f1a423c9-47c4-4905-9f8a-efec70cc5a41,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,b4620d03-03c6-49c0-b258-1db4bff1e3ce,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,038eea6a-6e9f-4f21-9c10-5ae54712dbc2,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,296cc857-a467-4710-994c-7ec7ea0f0aeb,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 5,2
2,f09095d1-b1f2-439c-b38d-d1a80bdafb9b,Only UI,Paid,Japan,Japan,ui_week_cnt: 1,2
2,f2fe6037-c961-4c1b-a108-854eaf240591,Only API,Paid,Americas,North America,api_week_cnt: 5,2
2,0aff816f-ca4e-45bf-b4e0-da18a7e2fc9e,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,39b43137-6187-4200-86cd-3f57b8429f91,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,d9eaf1ef-7148-43cb-b29c-ae44c48a9a4b,Only UI,Trial,AMEA,Pan Asia,ui_week_cnt: 1,2
2,642211b9-7673-4ed4-9a65-0d71bb063072,Only UI,Trial,Europe,CEE,ui_week_cnt: 1,2
2,9f993356-784e-45d9-acfc-f8f15753ddf4,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,cab19272-cb1c-44ff-84de-75cf37b4f289,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,87a2b0a2-e0f3-42aa-b9ec-18052b337a97,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 1,2
2,b34a03b7-f7e1-46f2-b2a6-7a7d1d1b33fe,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 2,2
2,2a5eeb27-54ff-480e-9d43-0aa31f328fcf,Only UI,Trial,Japan,Japan,ui_week_cnt: 1,2
2,566f20bd-0933-42e1-bab7-a717595d690c,Only UI,Essential Access,AMEA,Pan Asia,ui_week_cnt: 1,2
2,c1f9ca48-b908-41c1-a2fc-e52db3f08348,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 5,2
2,ef0f9d62-b227-41f0-9455-bbd731ea90e4,Only UI,Essential Access,AMEA,Pan Asia,ui_week_cnt: 2,2
2,cf1f8b0b-5b5a-41bc-9373-a65f7cf6dd70,Only UI,Paid,Europe,Benelux,ui_week_cnt: 1,2
2,e5261a07-4374-4e07-843a-17140f61aa1d,Only API,Paid,Americas,North America,api_week_cnt: 1,2
2,b1d92508-9e04-45b3-9172-a577241146c6,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,06c22d6c-7db1-42e6-91ae-3015521ddd9c,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,6833fe4d-ad2e-460f-961b-14072f035a2c,Only UI,Trial,Japan,Japan,ui_week_cnt: 2,2
2,12a6df93-c9cc-4818-aa63-e0762fabe738,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,f5034f57-e824-49cf-aa80-be997648d023,Only UI,Essential Access,AMEA,MMEA,ui_week_cnt: 2,2
2,60730fe2-acea-4bfa-a082-4ee9eb87c781,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,e71119eb-412e-4aaa-be19-d51cc2e9f95f,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 2,2
2,ea3d17a9-34bd-4683-a33d-c66c6116e918,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,3a6c6a74-c583-48ea-a9a0-36dcb4383fcd,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 2,2
2,b6a0ccaa-0d61-4b10-b22a-12f4e2bc750f,Only UI,Trial,Europe,Alps,ui_week_cnt: 1,2
2,49b94a95-b38a-4f35-992b-b6ad3fb97909,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 2,2
2,9021e378-e46d-424c-8b13-5b1c57e3970b,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 2,2
2,29dd93fe-a2f3-4dea-a159-54710f5f2a1d,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,af56ff12-3108-4d07-8667-ea4656345fa3,Only UI,Trial,Americas,Latin America,ui_week_cnt: 1,2
2,b4d32c43-f2ae-40ef-840f-b19c4488e6c9,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,037fb481-04b0-4dd7-a4e0-5ff17581738e,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,7068795f-4673-4c7a-a133-6ca6df15a7e8,Only UI,Paid,Americas,North America,ui_week_cnt: 1,2
2,48751f65-fd58-4205-860b-539d367604eb,Only UI,Paid,Americas,North America,ui_week_cnt: 1,2
2,e22afdad-4386-4a00-85d0-79c160860596,Only UI,Essential Access,Americas,Latin America,ui_week_cnt: 2,2
2,b700b376-0078-4723-8195-31b1339020e0,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 2,2
2,5819f046-1e00-4639-ae7e-445feb6d3026,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,c74b2a87-134b-47da-b2cc-c019b69dc29c,Only UI,Paid,Europe,Germany,ui_week_cnt: 1,2
2,87043274-5b6f-4a14-bde2-7d2fdbad5a5c,Only UI,Paid,Europe,Nordics,ui_week_cnt: 1,2
2,6efc7358-e874-449d-a202-414033e171e5,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,2468d424-fed9-425d-a1eb-ddef76a2340b,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 3,2
2,d6536a65-90c1-4eeb-92d6-c2598047e9ba,Only UI,Essential Access,Europe,Benelux,ui_week_cnt: 1,2
2,f7466c80-0aea-4392-946e-0aee4f02bcbd,Only UI,Trial,AMEA,Pan Asia,ui_week_cnt: 1,2
2,58a4ecfd-98de-4c2e-8f29-485ae20a124c,Only UI,Trial,Americas,North America,ui_week_cnt: 3,2
2,1749e84a-246f-4619-951a-c5105c643fc2,Only UI,Trial,Europe,Germany,ui_week_cnt: 1,2
2,e465b107-04ea-4063-a7a1-3e6ad177b05f,Only UI,Trial,Europe,Germany,ui_week_cnt: 1,2
2,79161ed4-f4d5-44bc-b77b-99b711ed9685,Only UI,Trial,Americas,Latin America,ui_week_cnt: 2,2
2,7a25bbab-f605-4f5a-b221-b103052b67f9,Only UI,Essential Access,Europe,Alps,ui_week_cnt: 1,2
2,1939eed2-01db-48f1-9f51-e6548fb380a5,Only UI,Paid,Europe,CEE,ui_week_cnt: 2,2
2,16bbce8d-9050-4fdc-8c73-eb92b86c6a81,Only UI,Essential Access,Europe,CEE,ui_week_cnt: 1,2
2,5fc7b856-c1f3-4025-857e-cf9014a763d8,Only UI,Essential Access,Europe,Nordics,ui_week_cnt: 2,2
2,daa94771-5c68-4e83-86a2-c0c97a1b44b2,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,e77253a7-f857-430b-9bd5-dde4f7e040d3,Only UI,Paid,Europe,Southern Europe,ui_week_cnt: 1,2
2,42032f46-6e4f-4bb9-9dad-ed57158ed349,Only UI,Trial,Europe,Germany,ui_week_cnt: 1,2
2,1c841c21-0f5b-4fe7-8ae6-6090aac667c0,Only UI,Trial,Europe,UK Region,ui_week_cnt: 1,2
2,8d793d75-6515-40ca-8387-6f4770c28d8c,Only UI,Paid,Europe,CEE,ui_week_cnt: 1,2
2,27bd33f8-1c0d-42d0-915a-969b9ab90ef0,Only UI,Trial,AMEA,APAC exclude Pan Asia,ui_week_cnt: 2,2
2,dc45b5f1-f33c-4a51-8402-80ed8384a492,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,eaa0a229-b7e5-408a-a022-0a5e27b21a42,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,08657f1f-3a6b-4b17-909f-21464a9ef860,Only UI,Essential Access,Europe,Germany,ui_week_cnt: 1,2
2,317dcb4d-75df-4652-ae0e-03517e894f13,Only UI,Paid,AMEA,MMEA,ui_week_cnt: 1,2
2,6d051164-9287-4e3b-b43c-070ab776ef94,Only UI,Paid,Americas,North America,ui_week_cnt: 5,2
2,4c3603ce-8b9f-4de8-b40b-3919e0fadbf3,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,38dd7c77-8bd5-47b9-949a-82c5d06a8097,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,5ac376ac-d574-41de-be49-f5c1e4b608ce,Only UI,Trial,Americas,North America,ui_week_cnt: 1,2
2,956dab65-43e4-43ff-85d9-7d206c056c0c,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,c71ba9cd-f5d8-4865-88fd-091c8d02a175,Only UI,Essential Access,AMEA,Pan Asia,ui_week_cnt: 1,2
2,ebee5bfe-e3ec-4b6c-878b-90f48d2bfb63,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 2,2
2,fb9d0136-9c2a-4919-8001-f0ab96cc042a,Only UI,Paid,Americas,North America,ui_week_cnt: 1,2
2,f3cd0172-38be-41df-80b6-365526474a0d,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 2,2
2,816ec48d-8b93-44f8-a1c1-1471fa7ab408,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,3acc2013-9353-4480-a31c-d7f37601fbba,Only UI,Paid,Americas,Latin America,ui_week_cnt: 1,2
2,dc81c1af-9aa1-447d-b9a9-a84cecb437bd,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,f0eb059b-5d89-47a9-ae7e-cd604a40ca01,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 2,2
2,aa4754fa-d76a-4155-b697-bc6c2034e1fa,Only UI,Trial,Japan,Japan,ui_week_cnt: 1,2
2,ad7f200c-1f58-48fa-92c5-7ec7750651af,Only UI,Essential Access,AMEA,MMEA,ui_week_cnt: 3,2
2,7e2c85ed-71e5-4193-a3dd-314f759adbc9,Only UI,Essential Access,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,bbb84883-f48c-43a6-beae-b898d19ab19a,Only UI,Paid,AMEA,APAC exclude Pan Asia,ui_week_cnt: 1,2
2,53875264-18b4-4c2f-b106-8ec4e6ce5bbc,Only UI,Trial,AMEA,MMEA,ui_week_cnt: 1,2
2,098ce9ed-b9f8-4664-8d6f-bc862d8461b7,Only UI,Essential Access,Europe,CEE,ui_week_cnt: 1,2
2,29328033-7223-402a-81f3-1baa9dff7de1,Only UI,Paid,Japan,Japan,ui_week_cnt: 3,2
2,1802a96d-7d24-4510-a289-68f1ee523edf,Only UI,Essential Access,AMEA,MMEA,ui_week_cnt: 1,2
2,282f3c73-663f-49c8-8fd6-8284ba10560b,Only UI,Essential Access,Europe,Alps,ui_week_cnt: 1,2
2,362d99cd-91c0-478f-8630-1ebcfc602c89,Only UI,Paid,Americas,North America,ui_week_cnt: 1,2
2,a6e3d27e-2562-4465-8c1a-29e3e675ddf5,Only UI,Essential Access,Americas,North America,ui_week_cnt: 1,2
2,559bb460-cccb-41bd-b1e4-9c89aebf2d6d,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 2,2
2,b520657d-dc41-4e5a-8e0a-3eb7cd9a340e,Only UI,Trial,Europe,Southern Europe,ui_week_cnt: 1,2
